Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,BuildingArea_missing,time,time_cont,time_cos,time_sq
Ashwood,18 Teck St,2,h,995000.0,S,Tim,2016-09-03,12.2,3147,2,1,1,583.0,112.76315789473684,1950,-37.8693,145.1082,Southern Metropolitan,2894,1,736038,0.04595744680851064,0.9585979602384334,0.0021120869171570847
Elsternwick,20 Shoobra Rd,4,h,2806000.0,S,Biggin,2016-11-19,8.5,3185,4,3,2,669.0,255.0,1930,-37.8871,145.0081,Southern Metropolitan,4898,0,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Thornbury,6/75 Pender St,1,u,277500.0,PI,hockingstuart,2016-11-12,6.5,3071,1,1,1,54.578947368421055,54.578947368421055,2013,-37.7542,145.0098,Northern Metropolitan,8870,1,736332,0.29617021276595745,-0.2860442175758541,0.0877167949298325
Glen Iris,8/12 Osborne Av,2,u,519500.0,S,Marshall,2017-07-22,7.3,3146,2,1,1,1101.0,73.0,1970,-37.85724,145.04681000000005,Southern Metropolitan,10412,0,736949,0.8212765957446808,0.43302321402763627,0.6744952467179719
Glen Iris,18 Ellis Rd,4,h,2305000.0,S,Jellis,2017-06-17,7.3,3146,4,1,3,632.0,162.94736842105263,1905,-37.86024000000001,145.04674,Southern Metropolitan,10412,1,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Doncaster,59 Wetherby Rd,4,h,1250000.0,S,Barry,2017-05-27,12.4,3108,4,2,3,733.0,542.421052631579,1960,-37.79197,145.14257,Eastern Metropolitan,9028,1,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Strathmore,47 York St,3,h,1016000.0,S,Considine,2017-08-12,8.2,3041,3,2,1,304.0,154.89473684210526,1950,-37.73456,144.91521,Western Metropolitan,3284,1,736661,0.5761702127659575,-0.8876444302780825,0.3319721140787687
Berwick,9 Sunview Pl,4,h,950000.0,SA,Eview,2017-07-08,35.2,3806,4,4,2,603.0,391.0,2007,-38.06788,145.33966999999996,Eastern Victoria,17093,0,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
Elwood,11 Joyce St,3,h,1800000.0,VB,Marshall,2017-09-16,7.2,3184,3,2,2,380.0,149.49473684210525,1920,-37.88922,144.9896,Southern Metropolitan,8989,1,736793,0.6885106382978723,-0.37680909574734694,0.47404689904934355
Seddon,17 Tennyson St,3,h,1180000.0,SP,Biggin,2017-06-03,5.1,3011,3,1,0,198.0,124.0,1910,-37.80779,144.88887,Western Metropolitan,2417,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Essendon West,2 Diamond St,3,h,1406000.0,S,Nelson,2017-05-13,9.8,3040,3,1,1,34.0,87.26315789473684,1972,-37.7506,144.8891,Western Metropolitan,588,1,736655,0.571063829787234,-0.9019608494836844,0.326113897691263
Maribyrnong,8/42 Wests Rd,2,t,355000.0,SP,Biggin,2016-06-04,8.7,3032,2,1,1,88.0,88.0,2004,-37.7716,144.882,Western Metropolitan,4918,0,736032,0.04085106382978723,0.9672394771248867,0.0016688094160253507
Preston,376 Plenty Rd,3,h,930000.0,SP,Barry,2016-09-03,8.8,3072,3,1,2,518.0,175.05263157894737,1910,-37.7418,145.0095,Northern Metropolitan,14577,1,736038,0.04595744680851064,0.9585979602384334,0.0021120869171570847
Altona,1/20 Mulga St,3,t,765000.0,S,Williams,2017-06-17,11.0,3018,3,2,2,200.0,139.0,2007,-37.86837,144.81502,Western Metropolitan,5301,0,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Pascoe Vale,13 Yorkshire St,3,h,1160000.0,S,Nelson,2017-09-16,8.5,3044,3,2,2,480.0,166.1578947368421,1960,-37.72523,144.94567,Northern Metropolitan,7485,1,736793,0.6885106382978723,-0.37680909574734694,0.47404689904934355
Hawthorn East,1/36 Pleasant Rd,4,t,1738000.0,S,Jellis,2016-10-15,7.5,3123,4,3,2,324.0,241.0,2002,-37.8348,145.0503,Southern Metropolitan,6482,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Malvern East,14/410 Waverley Rd,3,t,922000.0,S,Jellis,2016-09-10,11.2,3145,3,2,2,138.0,138.0,2000,-37.8782,145.0649,Southern Metropolitan,8801,0,736248,0.2246808510638298,0.15841473287427668,0.05048148483476687
Abbotsford,1/43 Abbotsford St,2,u,505000.0,PI,Nelson,2017-05-27,3.0,3067,2,1,1,38.0,38.0,1970,-37.80206,145.00015,Northern Metropolitan,4019,0,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Brighton East,1 Bruce St,4,h,1655000.0,PI,Hodges,2017-08-12,10.3,3187,4,2,4,651.0,173.8657894736842,1968,-37.90296,145.02261,Southern Metropolitan,6938,1,736661,0.5761702127659575,-0.8876444302780825,0.3319721140787687
Port Melbourne,360 Howe Pde,3,h,1230000.0,S,RT,2017-08-19,3.5,3207,3,1,0,340.0,119.15789473684211,1960,-37.83674,144.9242,Southern Metropolitan,8648,1,736871,0.7548936170212766,0.030742657968892046,0.5698643730194658
Essendon West,6 Bourke St,3,h,750000.0,VB,Brad,2017-07-01,7.5,3040,3,1,1,236.0,114.0,2000,-37.75403,144.8867,Western Metropolitan,588,0,736319,0.2851063829787234,-0.21879551877107517,0.08128564961521051
Footscray,20 Hocking St,3,h,810000.0,SP,Jas,2017-09-03,5.1,3011,3,2,2,121.0,118.09263157894738,2014,-37.79949000000001,144.88487,Western Metropolitan,7570,1,736403,0.3565957446808511,-0.6207984922906891,0.12716052512449075
Greensborough,50 Albion Cr,4,h,770000.0,PI,Darren,2017-07-29,16.1,3088,4,2,2,789.0,169.0,1975,-37.69646,145.12163,Northern Metropolitan,8524,0,737159,1.0,1.0,1.0
Docklands,1508/50 Lorimer St,2,u,800000.0,VB,RT,2016-06-27,1.9,3008,2,2,2,128.0,128.0,1960,-37.8249,144.9476,Southern Metropolitan,4707,0,736722,0.6280851063829788,-0.6932680292037041,0.39449090086011773
Northcote,51 Beavers Rd,2,h,910000.0,S,Jellis,2016-07-30,5.5,3070,2,1,1,150.0,81.0,1995,-37.7665,144.9955,Northern Metropolitan,11364,0,736824,0.7148936170212766,-0.2187955187710754,0.5110728836577637
Highett,31 The Crescent,4,t,1200000.0,S,hockingstuart,2017-07-29,16.0,3190,4,2,2,304.0,183.0,2007,-37.94633,145.04947,Southern Metropolitan,4794,0,737159,1.0,1.0,1.0
Doncaster,33 Clay Dr,4,h,2600000.0,SP,Barry,2017-06-03,12.4,3108,4,4,2,1072.0,328.0,1960,-37.79094,145.12733,Eastern Metropolitan,9028,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Kurunjang,17 Narebar Ct,4,h,345000.0,S,Reliance,2017-08-12,31.7,3337,4,1,0,651.0,150.0,2000,-37.67028,144.59455,Northern Victoria,3553,0,736661,0.5761702127659575,-0.8876444302780825,0.3319721140787687
Hillside,96 Glenbruar Dr,4,h,580000.0,SP,YPA,2017-08-12,18.0,3037,4,2,2,600.0,174.0,2002,-37.6844,144.75595,Western Metropolitan,5556,0,736661,0.5761702127659575,-0.8876444302780825,0.3319721140787687
Northcote,19 Charles St,3,h,1360000.0,SP,McGrath,2017-09-23,5.3,3070,3,2,1,184.0,123.57894736842105,1910,-37.77651,144.99074,Northern Metropolitan,11364,1,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Murrumbeena,5 Donal St,3,h,1255000.0,S,hockingstuart,2017-04-22,12.1,3163,3,1,2,557.0,108.0,1950,-37.9059,145.0733,Southern Metropolitan,4442,0,736913,0.7906382978723404,0.25257242193692536,0.6251089180624717
Murrumbeena,9 Stewart St,3,h,820000.0,PI,Woodards,2016-06-04,12.1,3163,2,1,1,274.0,107.0,1925,-37.8968,145.075,Southern Metropolitan,4442,0,736032,0.04085106382978723,0.9672394771248867,0.0016688094160253507
Brighton East,3/44 Union St,2,u,750000.0,S,Buxton,2016-05-28,10.7,3187,2,1,1,227.0,133.68421052631578,1980,-37.9085,145.0129,Southern Metropolitan,6938,1,736740,0.6434042553191489,-0.6207984922906896,0.41396903576278854
Kew,1/125 Walpole St,2,t,825000.0,S,Jellis,2017-05-27,5.4,3101,2,1,3,193.0,107.0,1995,-37.79438,145.03368999999995,Southern Metropolitan,10331,0,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Armadale,6/56 Sutherland Rd,2,u,631500.0,S,hockingstuart,2017-07-29,6.3,3143,2,1,1,69.78947368421052,69.78947368421052,1930,-37.85749000000001,145.01735,Southern Metropolitan,4836,1,737159,1.0,1.0,1.0
Albert Park,129 Kerferd Rd,3,h,1900000.0,S,Greg,2017-03-18,3.3,3206,3,1,0,209.0,104.0,1900,-37.8468,144.9546,Southern Metropolitan,3280,1,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Reservoir,2/6 Merrilands Rd,2,u,490000.0,S,Ray,2017-05-13,11.2,3073,2,1,1,143.0,85.0,2009,-37.6955,145.0097,Northern Metropolitan,21650,0,736655,0.571063829787234,-0.9019608494836844,0.326113897691263
Richmond,28/8 Hull St,2,u,450000.0,PI,Biggin,2017-02-11,2.6,3121,2,1,1,66.0,66.0,2000,-37.8173,144.9965,Northern Metropolitan,14949,0,736559,0.48936170212765956,-0.9977668786231532,0.2394748755092802
Heidelberg Heights,4 Sackville St,3,h,850000.0,S,Barry,2017-02-25,10.5,3081,3,1,1,590.0,127.42105263157895,2000,-37.7483,145.0479,Eastern Metropolitan,2947,1,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Moorabbin,17 Horsmunden Rd,4,h,1160000.0,S,Gary,2016-05-28,14.6,3189,4,2,2,588.0,199.0,2011,-37.9395,145.0477,Southern Metropolitan,2555,0,736740,0.6434042553191489,-0.6207984922906896,0.41396903576278854
Heidelberg,2/56 Banksia St,2,t,595000.0,SP,Miles,2016-09-17,10.6,3084,2,1,1,88.0,83.34210526315789,1960,-37.7587,145.0629,Eastern Metropolitan,2890,1,736458,0.4034042553191489,-0.8214034466813358,0.16273499320959708
Brighton East,86 Glencairn Av,5,h,2750000.0,S,Buxton,2017-09-23,10.3,3187,5,3,3,626.0,245.42105263157896,1970,-37.92427,145.02003,Southern Metropolitan,6938,1,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Yarraville,3 Cuming St,2,h,856000.0,S,Greg,2016-06-04,7.0,3013,2,1,1,261.0,100.0,1880,-37.8157,144.887,Western Metropolitan,6543,0,736032,0.04085106382978723,0.9672394771248867,0.0016688094160253507
Hampton,102 Willis St,3,h,1450000.0,S,Nick,2017-09-16,13.8,3188,3,1,1,464.0,147.0,1948,-37.93753,145.0102,Southern Metropolitan,5454,0,736793,0.6885106382978723,-0.37680909574734694,0.47404689904934355
Parkdale,14 Robert St,3,h,1060000.0,S,Barry,2017-08-26,21.5,3195,3,1,2,602.0,151.62157894736842,1996,-37.98656,145.08237,South-Eastern Metropolitan,5087,1,737081,0.9336170212765957,0.9142689994009664,0.8716407424173834
Balwyn North,2/37 Aylmer St,3,h,1300000.0,VB,Kay,2017-05-27,9.7,3104,3,2,2,975.0,147.0,1985,-37.79673,145.06853,Southern Metropolitan,7809,0,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Preston,86 Malpas St,3,h,1010000.0,SP,McGrath,2017-05-20,8.8,3072,3,0,0,533.0,168.1578947368421,2012,-37.7336,145.0168,Northern Metropolitan,14577,1,736865,0.7497872340425532,-0.0013368475395042162,0.5621808963331825
West Footscray,107 Alma St,3,h,1575000.0,S,Sweeney,2017-02-25,8.2,3012,3,1,4,1000.0,85.0,1930,-37.7936,144.8639,Western Metropolitan,5058,0,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Flemington,12 John St,2,h,845000.0,S,Nelson,2017-03-18,4.4,3031,2,1,1,80.36842105263158,80.36842105263158,1910,-37.7838,144.9273,Northern Metropolitan,3593,1,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Newport,1/217 Woods St,3,h,785000.0,S,Raine,2017-03-04,8.4,3015,3,2,2,153.47368421052633,153.47368421052633,2013,-37.8447,144.8654,Western Metropolitan,5498,1,736361,0.32085106382978723,-0.43061164574291433,0.1029454051607062
Reservoir,1 Balfour St,3,h,630000.0,S,Woodards,2017-06-24,12.0,3073,3,1,2,154.52631578947367,154.52631578947367,1940,-37.69528,145.00523,Northern Metropolitan,21650,1,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Thornbury,46 Rennie St,3,h,1430000.0,S,Nelson,2016-08-28,6.5,3071,3,2,2,365.0,136.36,2008,-37.7529,144.9902,Northern Metropolitan,8870,1,736776,0.6740425531914893,-0.4593423835214421,0.4543333635129017
Windsor,7/23 The Avenue,1,u,300000.0,VB,Beller,2016-11-19,5.1,3181,1,1,1,705.0,128.21052631578948,1993,-37.8556,144.9977,Southern Metropolitan,4380,1,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Reservoir,31 Rathcown Rd,3,h,682000.0,SP,Barry,2016-06-12,11.2,3073,3,1,1,750.0,103.0,1970,-37.7107,145.0317,Northern Metropolitan,21650,0,736272,0.2451063829787234,0.030742657968892292,0.06007713897691262
Sunshine,142 Cornwall Rd,3,h,800000.0,PI,Barry,2016-12-03,12.6,3020,3,2,1,655.0,165.0,1940,-37.7809,144.8424,Western Metropolitan,3755,0,736074,0.07659574468085106,0.8864099433524301,0.0058669081032141236
Carnegie,8/54 Moonya Rd,1,u,346000.0,S,Woodards,2017-03-04,11.4,3163,1,1,1,60.0,48.0,1970,-37.8965,145.0618,Southern Metropolitan,7822,0,736361,0.32085106382978723,-0.43061164574291433,0.1029454051607062
Carlton North,570 Canning St,4,h,2400000.0,SP,Woodards,2017-06-24,3.5,3054,4,1,1,163.0,121.02631578947368,2010,-37.7835,144.97556,Northern Metropolitan,3106,1,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Moonee Ponds,72 Clarinda Rd,3,h,1420200.0,S,Purplebricks,2017-05-20,6.9,3039,3,2,2,543.0,177.46842105263158,2007,-37.7619,144.9083,Western Metropolitan,6232,1,736865,0.7497872340425532,-0.0013368475395042162,0.5621808963331825
Brighton,2/58 North Rd,3,u,1410000.0,S,Nick,2017-06-17,10.5,3186,3,2,2,257.0,142.61052631578946,2004,-37.89886,144.99462,Southern Metropolitan,10579,1,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Toorak,296A Williams Rd,3,h,2840000.0,PI,Marshall,2017-03-11,4.6,3142,3,2,4,1317.0,228.0,2000,-37.838,145.0054,Southern Metropolitan,7217,0,736571,0.49957446808510636,-0.9999964256773123,0.24957464916251695
Reservoir,82 Radford Rd,3,h,690000.0,S,Nelson,2017-07-08,12.0,3073,3,1,2,514.0,174.35315789473685,1960,-37.70331,144.9838,Northern Metropolitan,21650,1,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
Newport,60 Speight St,3,h,891500.0,SP,Sweeney,2016-08-22,8.4,3015,3,1,0,344.0,130.0,1920,-37.8424,144.8754,Western Metropolitan,5498,0,736596,0.5208510638297872,-0.9914303140822635,0.271285830692621
Keilor East,43 The Crossway,3,h,860000.0,S,Nelson,2017-07-15,11.7,3033,3,1,1,568.0,136.42105263157896,1960,-37.7465,144.8613,Western Metropolitan,5629,1,736739,0.6425531914893617,-0.6249817922263516,0.4128746038931644
Box Hill,32 Margaret St,4,h,1620000.0,S,hockingstuart,2016-09-03,13.1,3128,4,2,2,697.0,255.0,1940,-37.8151,145.135,Eastern Metropolitan,4605,0,736038,0.04595744680851064,0.9585979602384334,0.0021120869171570847
Brighton,5/18 William St,3,u,1005000.0,SP,hockingstuart,2016-11-19,11.2,3186,3,1,1,101.42105263157895,101.42105263157895,1900,-37.909,145.0005,Southern Metropolitan,10579,1,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Port Melbourne,9/23 Beaconsfield Pde,2,u,2250000.0,S,Greg,2017-04-29,3.8,3207,2,2,2,87.57894736842105,87.57894736842105,1908,-37.8444,144.9421,Southern Metropolitan,8648,1,737123,0.9693617021276596,0.9815278520011361,0.9396621095518335
Richmond,301/633 Church St,3,u,945000.0,S,Biggin,2016-08-22,2.6,3121,3,2,1,129.36157894736843,129.36157894736843,1999,-37.833,144.997,Northern Metropolitan,14949,1,736596,0.5208510638297872,-0.9914303140822635,0.271285830692621
South Yarra,2/1 Walsh St,2,u,1300000.0,PI,Williams,2016-10-08,3.3,3141,2,2,2,107.0,107.0,1986,-37.8376,144.9847,Southern Metropolitan,14887,0,736200,0.18382978723404256,0.4038850357274254,0.033793390674513354
Bentleigh,23A Fromer St,3,t,1303000.0,S,hockingstuart,2017-05-13,13.0,3204,3,2,2,334.0,135.31578947368422,2006,-37.9284,145.0428,Southern Metropolitan,6795,1,736655,0.571063829787234,-0.9019608494836844,0.326113897691263
Maidstone,62 Suffolk St,4,h,1060000.0,S,Biggin,2016-09-24,9.2,3012,4,2,2,660.0,178.52631578947367,1915,-37.7905,144.8739,Western Metropolitan,3873,1,736668,0.5821276595744681,-0.8697882538649374,0.3388726120416478
Glenroy,123 Glenroy Rd,3,h,670000.0,S,Stockdale,2016-08-06,13.0,3046,3,1,1,652.0,178.8421052631579,1980,-37.7062,144.9261,Northern Metropolitan,8870,1,736116,0.1123404255319149,0.7610567432439833,0.012620371208691717
Ringwood North,32 Heron Ct,4,h,1050000.0,S,Ray,2017-09-09,19.9,3134,4,2,2,770.0,189.78947368421052,1981,-37.78929,145.2458,Eastern Metropolitan,3619,1,736583,0.5097872340425532,-0.9981097779620154,0.2598830239927569
Brunswick,41 Eveline St,2,h,1020000.0,S,Jellis,2017-02-25,5.2,3056,2,1,1,279.0,132.68421052631578,1890,-37.77,144.9633,Northern Metropolitan,11918,1,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Gladstone Park,22 Koonalda Rd,3,h,650000.0,VB,Barry,2017-09-03,12.9,3043,3,1,3,529.0,117.0,1955,-37.69485,144.89092,Western Metropolitan,3285,0,736403,0.3565957446808511,-0.6207984922906891,0.12716052512449075
Seddon,56 Hamilton St,3,h,1145000.0,S,Burnham,2016-09-03,6.6,3011,3,1,1,350.0,116.0,1890,-37.8094,144.8869,Western Metropolitan,2417,0,736038,0.04595744680851064,0.9585979602384334,0.0021120869171570847
Reservoir,906 High St,3,h,700000.0,S,Nelson,2016-09-24,11.2,3073,3,1,1,621.0,134.78947368421052,1950,-37.7195,145.0074,Northern Metropolitan,21650,1,736668,0.5821276595744681,-0.8697882538649374,0.3388726120416478
Preston,5/49 Austral Av,1,u,250000.0,PI,hockingstuart,2017-07-22,8.4,3072,1,1,1,631.0,34.0,1965,-37.74495,144.99322,Northern Metropolitan,14577,0,736949,0.8212765957446808,0.43302321402763627,0.6744952467179719
Heidelberg Heights,542 Waterdale Rd,2,h,700000.0,VB,hockingstuart,2016-12-10,10.5,3081,3,2,1,608.0,135.89473684210526,1975,-37.7376,145.0488,Eastern Metropolitan,2947,1,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Fawkner,115 Lorne St,2,h,830000.0,PI,Stockdale,2017-07-22,13.1,3060,2,1,1,779.0,102.0,1950,-37.71532,144.96508,Northern Metropolitan,5070,0,736949,0.8212765957446808,0.43302321402763627,0.6744952467179719
Westmeadows,124 Raleigh St,5,h,560000.0,S,Raine,2017-05-27,16.5,3049,5,2,2,626.0,242.0,1965,-37.67688,144.88996,Northern Metropolitan,2474,1,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Keysborough,33 Turramurra Dr,4,h,761000.0,S,Barry,2017-07-01,25.2,3173,4,1,2,680.0,170.0,1970,-37.9865,145.16767,South-Eastern Metropolitan,8459,0,736319,0.2851063829787234,-0.21879551877107517,0.08128564961521051
Caulfield North,452 Dandenong Rd,3,h,1750000.0,S,Marshall,2016-09-03,8.1,3161,3,2,2,692.0,313.0,1955,-37.8629,145.019,Southern Metropolitan,6923,0,736038,0.04595744680851064,0.9585979602384334,0.0021120869171570847
South Yarra,4 Palfreyman St,3,h,1400000.0,SP,Kay,2017-06-03,2.7,3141,3,1,1,136.0,132.0,1993,-37.84497,144.99781000000004,Southern Metropolitan,14887,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Hampton,4 The Avenue,4,h,2500000.0,VB,Marshall,2017-09-23,13.8,3188,4,2,4,683.0,199.0,1980,-37.92983,145.00167,Southern Metropolitan,5454,0,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Brunswick East,120 Victoria St,3,h,1325000.0,PI,Jellis,2016-11-27,4.5,3057,3,2,2,190.0,135.0,1940,-37.7684,144.9739,Northern Metropolitan,5533,0,736782,0.6791489361702128,-0.43061164574291494,0.46124327750113175
Balwyn North,3/8 Severn St,3,h,1225000.0,VB,Fletchers,2016-08-28,9.2,3104,3,2,2,282.0,136.61052631578946,1900,-37.7936,145.0697,Southern Metropolitan,7809,1,736776,0.6740425531914893,-0.4593423835214421,0.4543333635129017
Hampton,75 Crisp St,5,h,3201000.0,S,Marshall,2017-03-18,13.7,3188,5,3,2,760.0,234.26315789473685,1935,-37.9416,145.0107,Southern Metropolitan,5454,1,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Fitzroy North,222 Rae St,3,h,1852000.0,S,Jellis,2017-07-01,3.6,3068,3,2,1,138.0,125.0,1900,-37.78714,144.97966,Northern Metropolitan,6244,0,736319,0.2851063829787234,-0.21879551877107517,0.08128564961521051
Brighton East,5 Tuxen Ct,5,h,1655000.0,S,Buxton,2016-11-27,10.7,3187,5,2,2,679.0,288.0,1950,-37.9291,145.0283,Southern Metropolitan,6938,0,736782,0.6791489361702128,-0.43061164574291494,0.46124327750113175
Bundoora,10 Dorothea Ct,3,h,685000.0,S,Ray,2017-08-12,12.1,3083,3,1,2,557.0,128.42105263157896,1930,-37.68811,145.05507,Northern Metropolitan,10175,1,736661,0.5761702127659575,-0.8876444302780825,0.3319721140787687
Caroline Springs,9 Hounslow Grn,5,h,1150000.0,SP,RW,2017-06-24,14.8,3023,5,5,4,688.0,490.0,2006,-37.74281,144.72513,Western Metropolitan,7719,0,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Moonee Ponds,3 Sussex St,4,h,1275000.0,S,Nelson,2017-03-18,6.9,3039,4,2,1,627.0,182.0,2006,-37.7649,144.9091,Western Metropolitan,6232,1,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Albert Park,55 Withers St,4,h,2800000.0,VB,Cayzer,2016-06-18,3.3,3206,4,3,1,327.0,254.0,1910,-37.8467,144.9475,Southern Metropolitan,3280,0,736452,0.3982978723404255,-0.8026846115991687,0.1586411951109099
Niddrie,1/27 Pearl St,3,t,715000.0,SP,Frank,2017-05-27,10.4,3042,3,1,1,178.0,110.63157894736842,1938,-37.74731,144.88826,Western Metropolitan,2291,1,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Carnegie,78b Miller St,3,u,1008000.0,S,Woodards,2016-11-07,11.4,3163,3,2,1,300.0,130.0,1990,-37.8974,145.0539,Southern Metropolitan,7822,0,736182,0.16851063829787233,0.4899328822003795,0.028395835219556357
Carlton North,9/823 Rathdowne St,1,u,468000.0,S,Nelson,2017-03-11,3.2,3054,1,1,1,861.0,161.51894736842104,1970,-37.7851,144.9723,Northern Metropolitan,3106,1,736571,0.49957446808510636,-0.9999964256773123,0.24957464916251695
Kew,74 Gladstone St,2,h,1331000.0,S,Nelson,2016-09-17,5.6,3101,2,1,1,424.0,89.0,1940,-37.7995,145.0418,Southern Metropolitan,10331,0,736458,0.4034042553191489,-0.8214034466813358,0.16273499320959708
Travancore,2/9 Buckland St,2,u,503000.0,S,Nelson,2016-12-10,5.3,3032,2,1,1,69.78947368421052,69.78947368421052,1960,-37.7822,144.9342,Western Metropolitan,1052,1,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Elwood,108/35 Ormond Rd,1,u,420000.0,VB,Chisholm,2017-06-03,7.2,3184,1,1,1,1192.0,45.0,2009,-37.88306,144.9841,Southern Metropolitan,8989,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Yarraville,6 Clarendon St,3,h,910000.0,S,Village,2016-06-04,7.0,3013,3,3,2,197.0,109.0,2013,-37.8197,144.8875,Western Metropolitan,6543,0,736032,0.04085106382978723,0.9672394771248867,0.0016688094160253507
